"nest_site","nest_area","site_name","intact_at_last_obs","year_last_monitored","year_last_intact","year_last_occupancy","year_first_monitored","comments","landscape","county","state","ifw_region","nest_evaluation_date","nest_tree_prominence","nest_comments","long_utm","lat_utm","long","lat"
"155C","155","Hog Island","No",2013,1991,1991,1990,"","coastal","Lincoln","ME","B","","","",465765,4869010,-69.4268175697705,43.9734271768802
"155D","155","Hog Island","Yes",2013,2013,2013,1992,"","coastal","Lincoln","ME","B","","","",465911,4869120,-69.4250044586624,43.974424324702
"155E","155","Hog Island","No",2013,2004,2004,2004,"","coastal","Lincoln","ME","B","","","",465931.036749,4867816.20203,-69.4246710123642,43.9626867539946
"156A","156","","No",2013,1986,NA,1986,"No documented occupancy by eagles during surveys conducted through 2013 at this nest.","interior","Somerset","ME","D","","dominant","",391519,5008350,-70.3817006570787,45.2202823369245
"156B","156","","No",2013,1996,1993,1987,"","interior","Somerset","ME","D","","dominant","",389338.663754,5006623.60473,-70.4090790555518,45.2044074444539
"156D","156","","No",2013,2006,2004,1998,"","interior","Somerset","ME","D","","co-dominant","",389573.98732,5007434.55013,-70.4062633677337,45.2117419718382
"156E","156","","No",2013,2009,2009,2005,"","interior","Somerset","ME","D","","dominant","",389263.289294,5008017.5029,-70.4103485581165,45.21693909904
"156G","156","","Yes",2014,2014,2014,2013,"","interior","Somerset","ME","D","","dominant","",389305.6433,5008057.2326,-70.409818135508,45.2173032798839
"157A","157","Bradbury Island","No",2013,1989,1988,1987,"","coastal","Hancock","ME","C","","dominant","",519970,4899010,-68.7498896286064,44.2440506366549
"157B","157","Crow Island","Yes",2014,2014,2014,1989,"","coastal","Hancock","ME","C","","dominant","",520768,4899190,-68.7398881926337,44.2456488629966
"157C","157","Bradbury Island","No",2013,2001,2001,1992,"","coastal","Hancock","ME","C","","dominant","",519796.359778,4899168.09779,-68.7520583529569,44.2454787377244
"158A","158","","No",2013,1987,NA,1987,"No documented occupancy by eagles during surveys conducted through 2013 at this nest.","coastal","Washington","ME","C","","dominant","",604803.185023,4934340.33616,-67.6804495830017,44.5547756667895
"159A","159","","Yes",2014,2014,2014,1988,"","interior","Penobscot","ME","B","","dominant","",482786,4967830,-69.217893311488,44.8636777721853
"159B","159","","No",2013,1994,NA,1992,"No documented occupancy by eagles during surveys conducted through 2013 at this nest.","interior","Penobscot","ME","B","","dominant","",484534.119443,4967191.62262,-69.1957464311305,44.8579711118581
"159C","159","","No",2013,2009,2009,2000,"","interior","Penobscot","ME","B","","dominant","",481471.992405,4968876.87928,-69.2345640427308,44.8730688979347
"160A","160","Second Lake outlet vicinity","No",2013,2009,2007,1988,"","interior","Washington","ME","C","","supercanopy","",618406.346022,4968793.75706,-67.5012485524664,44.8627261604914
"161A","161","Boyden Lake mid-southern shoreline","Yes",2013,2013,2011,1988,"","interior","Washington","ME","C","","supercanopy","",646198.726781,4985826.54644,-67.1446974886008,45.0108183764557
"161B","161","Boyden Lake mid-northern shoreline","No",2013,2011,NA,2007,"No documented occupancy by eagles during surveys conducted through 2013 at this nest.","interior","Washington","ME","C","","dominant","",646537.174,4986561.794,-67.1401905880335,45.0173636719897
"161C","161","Boyden Lake mid-southern shoreline","Yes",2013,2013,2013,2013,"","interior","Washington","ME","C","","dominant","",646209.6476,4985612.375,-67.1446212070034,45.0088891855262
"162A","162","Stone Island","No",2013,1988,1990,1988,"","coastal","Washington","ME","C","","dominant","",629336.273175,4939937.44283,-67.3702655308445,44.601158104985
"162B","162","Stone Island","No",2013,2003,2003,1991,"","coastal","Washington","ME","C","","dominant","Treetop broke off above nest level in spring, 1993.",629497,4939810,-67.3682731778577,44.5999823459015
"162C","162","Stone Island","No",2013,2010,2010,2004,"","coastal","Washington","ME","C","","dominant","",629459.08,4939788.609,-67.3687561833001,44.5997966747784
"162D","162","Stone Island","No",2013,2012,2013,2008,"","coastal","Washington","ME","C","","dominant","",629348.378634,4939722.132,-67.3701672368928,44.5992183654547
"163A","163","","No",2013,1988,1988,1988,"","interior","Piscataquis","ME","E","","","",450803.68977,5120418.72387,-69.6380596689651,46.2355647205697
"163B","163","","No",2013,1994,1994,1989,"","interior","Piscataquis","ME","E","","","",450798.924092,5120238.23543,-69.6381026472758,46.2339400853797
"163C","163","","Yes",2013,2013,2013,1990,"","interior","Piscataquis","ME","E","","","",451029,5120210,-69.6351159830672,46.2337025976354
"163D","163","","No",2013,1999,2003,1995,"","interior","Piscataquis","ME","E","","","",451642,5119240,-69.62706691375,46.2250170259874
"164A","164","The Rim vicinity","No",2013,1988,1988,1988,"","coastal","Washington","ME","C","","","",626818,4953160,-67.3987125392467,44.7205955578458
"164B","164","The Rim vicinity","No",2013,2000,2000,1989,"","coastal","Washington","ME","C","","","",626890.478071,4953284.63311,-67.3977667783277,44.7217042784275
"164C","164","The Rim vicinity","Yes",2013,2013,2013,2001,"","coastal","Washington","ME","C","","","",627026.928806,4953457.57407,-67.3960014899081,44.7232363640486
"165A","165","Treat Island","No",2013,1992,1992,1988,"","coastal","Washington","ME","C","","","",658782,4971850,-66.9895027350216,44.8823739628706
"165B","165","Treat Island","No",2013,1995,1991,1991,"","coastal","Washington","ME","C","","","",658708,4971360,-66.990592654399,44.8779821305423
"165C","165","Treat Island","No",2013,2010,2009,1993,"","coastal","Washington","ME","C","","","",658576.555354,4971549.20636,-66.9921966359765,44.8797136045331
"165E","165","Treat Island","Yes",2013,2013,2013,2013,"","coastal","Washington","ME","C","","dominant","",658654.1768,4971570.898,-66.9912076492895,44.8798914762028
"166A","166","","No",2014,2001,2001,1989,"","coastal","Hancock","ME","C","","","",519212.819321,4931045.19042,-68.75818821254,44.5324779131682
"166B","166","","Yes",2014,2014,2014,1994,"","coastal","Hancock","ME","C","","","",519231.733296,4930891.3892,-68.7579558989797,44.5310927999486
"167A","167","Eagle Island","No",2013,1992,1992,1989,"","coastal","Washington","ME","C","","","",598956.952858,4928604.46511,-67.7551404729915,44.5039763665102
"167B","167","Eagle Island","No",2013,1996,1996,1993,"","coastal","Washington","ME","C","","","",598948.432442,4928623.26837,-67.7552440311409,44.5041467749084
"167C","167","Eagle Island","No",2013,2006,2006,1997,"","coastal","Washington","ME","C","","","",598914.407943,4928634.48775,-67.7556698051684,44.5042524193926
"167D","167","Eagle Island","Yes",2013,2013,2013,2007,"","coastal","Washington","ME","C","","","",598905.98854,4928585.49334,-67.7557850764142,44.5038125947444
"168A","168","Rogers Neck shoreline","No",2013,1991,1991,1989,"","coastal","Sagadahoc","ME","A","","","",435617.258537,4854497.91348,-69.8008964537443,43.8407561236527
"168B","168","Lee Island","No",2013,2007,2004,1992,"","coastal","Sagadahoc","ME","A","","","",435483.989467,4854072.83509,-69.802502812426,43.8369175644701
"168C","168","Lee Island","No",2013,2009,2003,2003,"","coastal","Sagadahoc","ME","A","","","",435508.764319,4854126.94141,-69.8022011986784,43.8374068408175
"168D","168","Ram Island","Yes",2013,2013,2013,2005,"","coastal","Sagadahoc","ME","A","","","",435831.546,4853954.29,-69.7981658092835,43.835880590103
"169A","169","Newbury Neck - The Nook","No",2013,1999,1997,1988,"","coastal","Hancock","ME","C","","","",541486.050464,4916366.3407,-68.4790433107095,44.3993955447748
"169B","169","Jed Island","No",2013,1996,1996,1995,"","coastal","Hancock","ME","C","","","",540801,4917530,-68.4875539673305,44.4099103078527
"169C","169","Jed Island","No",2013,2000,2000,1998,"","coastal","Hancock","ME","C","","","",540879,4917660,-68.4865641153777,44.4110762333909
"169D","169","Jed Island","No",2013,2002,2002,2000,"","coastal","Hancock","ME","C","","","",540859,4917550,-68.4868239626247,44.4100870874249
"169E","169","Jed Island","Yes",2013,2013,2013,2003,"","coastal","Hancock","ME","C","","","",540904.348402,4917643.82029,-68.4862470300089,44.4109291440794
"170A","170","","No",2013,1996,1997,1998,"","interior","Hancock","ME","C","","","",561168.386986,4945802.52926,-68.2284122436311,44.6629812914731
"170B","170","","No",2013,1994,1992,1990,"","interior","Hancock","ME","C","","","",561030.477299,4945912.18063,-68.2301386377945,44.6639800732665
"170C","170","","No",2013,2001,2008,1998,"","interior","Hancock","ME","C","","","",560248.188779,4944771.31454,-68.2401399954503,44.6537764589022
"171A","171","","No",2013,1993,1991,1991,"","coastal","Washington","ME","C","","","",643703.099875,4972651.109,-67.1801030555594,44.8927831110599
"171D","171","","No",2013,2004,2004,2004,"","coastal","Washington","ME","C","","","",643106.181219,4973235.73541,-67.1874935277804,44.8981635277915
"171F","171","","Yes",2013,2013,2011,2005,"","coastal","Washington","ME","C","","","",643428.695562,4972937.59512,-67.1834952698484,44.895416103054
"171G","171","","Yes",2013,2013,2013,2013,"","coastal","Washington","ME","C","","dominant","",642810.177657,4973244.2519,-67.1912382777805,44.8982995832962
"172A","172","","No",2013,2012,2012,1989,"","interior","Penobscot","ME","F","","dominant","",542694.153119,5003838.26366,-68.4565329510713,45.186734874986
"172B","172","","Yes",2013,2013,2013,2013,"","interior","Penobscot","ME","F","","dominant","",542702.8705,5003824.9526,-68.4564231302155,45.1866145310587
"173A","173","","No",2013,1991,NA,1989,"No documented occupancy by eagles during surveys conducted through 2013 at this nest.","interior","Piscataquis","ME","G","","dominant","",476700,5142230,-69.3032837987993,46.4332405231929
"173B","173","","No",2013,1999,1995,1989,"","interior","Piscataquis","ME","G","","dominant","",476717,5142310,-69.3030665129148,46.4339610723848
"173C","173","","No",2013,2005,2003,1996,"","interior","Piscataquis","ME","G","","supercanopy","",476930,5141780,-69.3002678111513,46.4291986304463
"173D","173","","Yes",2013,2013,2013,2004,"","interior","Piscataquis","ME","G","","supercanopy","",476993.806,5142129.312,-69.2994545715797,46.4323444551555
"174A","174","Bog Point","No",2013,1989,2006,1989,"Occasional occupancy by adult eagle(s) was noted 6 times during the period 1990 - 2006 following destruction of the nest in 1989.","interior","Penobscot","ME","F","","dominant","",523828.4791,5027300.61608,-68.695547314601,45.3988176489184
"174B","174","Black Cat Island","No",2013,2012,2012,2007,"","interior","Penobscot","ME","F","","dominant","",525084.217,5026253.13,-68.6795564878807,45.3893451651131
"174C","174","Birch Island","Yes",2013,2013,2013,2013,"","interior","Penobscot","ME","F","","dominant","",524522.8168,5025358.4916,-68.6867725770759,45.3813122562287
"175A","175","Bear Brook Cove shoreline","No",2013,2000,1998,1989,"","interior","Piscataquis","ME","F","","dominant","",506387,5037150,-68.9182658601142,45.4878506776946
"175B","175","Sand Island","Yes",2013,2013,2013,1999,"","interior","Piscataquis","ME","F","","dominant","",507584,5036820,-68.9029530281343,45.4848683126572
"176A","176","Mattamiscontis Lake island west of Cranberry Island","Yes",2013,2013,2009,1989,"","interior","Penobscot","ME","F","","dominant","",525077,5036850,-68.6791085066831,45.4847288485168
"176B","176","","Yes",2013,2013,NA,2013,"No documented occupancy by eagles during surveys conducted through 2013 at this nest.","interior","Penobscot","ME","F","","dominant","",525232.804,5037431.9409,-68.6770849042934,45.4899612878053
"176C","176","","Yes",2013,2013,2013,2013,"","interior","Penobscot","ME","F","","dominant","",525087.9502,5036568.2104,-68.6789827929778,45.4821920608842
"177A","177","","No",2013,2009,2006,1989,"","interior","Somerset","ME","E","","dominant","",437946.247506,5044755.96431,-69.7950245229138,45.5535753867551
"177B","177","","Yes",2014,2014,2014,1994,"","interior","Somerset","ME","E","","dominant","",438930,5044860,-69.7824350030607,45.5545987476299
"177C","177","","No",2013,2004,2004,2000,"","interior","Somerset","ME","E","","dominant","Nest tree leader is dead above nest level.",440124,5045150,-69.7671742668429,45.5573125680018
"178A","178","Pleasant Point","No",2014,1963,1962,1962,"","coastal","Sagadahoc","ME","A","","dominant","",429444,4868950,-69.8795947264857,43.9702985321367
"178C","178","Pleasant Point","No",2014,2011,2003,1999,"","coastal","Sagadahoc","ME","A","","dominant","",429403,4868910,-69.880100480326,43.9699344968703
"178D","178","Pleasant Point","Yes",2014,2014,2014,2003,"","coastal","Sagadahoc","ME","A","","dominant","",429428.696013,4868965.60719,-69.8797875674048,43.9704375670144
"178E","178","Pleasant Point","No",2014,2004,NA,2004,"No documented occupancy by eagles during surveys conducted through 2013 at this nest.","coastal","Sagadahoc","ME","A","","dominant","",429394.654805,4868945.33718,-69.8802092024298,43.970251818261
"179A","179","Hardwood Island","No",2013,1991,1991,1989,"","coastal","Knox","ME","C","","","",526684.982496,4883931.4049,-68.6665562569283,44.1080817782013
"179B","179","Hardwood Island","No",2013,2001,2002,1992,"","coastal","Knox","ME","C","","co-dominant","",526806.457411,4883980,-68.6650359149212,44.1085148487406
"179C","179","Ram Island","No",2013,2000,2000,1998,"","coastal","Knox","ME","C","","","",526246.9428,4883599.8639,-68.6720462216325,44.1051126940551
"179D","179","Hardwood Island","No",2013,2005,2004,2003,"","coastal","Knox","ME","C","","","",526686.439177,4884065.36494,-68.6665312743475,44.1092877921103
"179E","179","Ram Island","No",2013,2005,2005,2005,"","coastal","Knox","ME","C","","","",526220.607699,4883556.87194,-68.6723774093909,44.1047265730662
"179F","179","Hardwood Island","Yes",2013,2013,2013,2006,"","coastal","Knox","ME","C","","","",526718.501404,4884111.90292,-68.6661282789159,44.1097056120007
"180A","180","","No",2013,1993,1991,1989,"","coastal","Washington","ME","C","","","",625500.265852,4940277.8854,-67.418500348078,44.6049012114811
"180B","180","","No",2013,1991,2008,1990,"","coastal","Washington","ME","C","","","",625442.919758,4941191.66244,-67.4189996132657,44.6131343977651
"180C","180","","No",2013,2009,2009,2009,"","coastal","Washington","ME","C","","dominant","",625768.889328,4939862.97763,-67.4152180979999,44.6011204950491
"180D","180","","Yes",2013,2013,2013,2013,"","coastal","Washington","ME","C","","dominant","",625982.8144,4940008.4879,-67.4124878448578,44.6023925252127
"181A","181","Round Pond shoreline","No",2013,1990,1989,1989,"","interior","Piscataquis","ME","E","","","",457706,5120950,-69.5485911704243,46.2408105204234
"181B","181","","No",2013,1991,1995,1991,"","interior","Piscataquis","ME","E","","","",458990,5120460,-69.5318946648235,46.2364794265414
"181C","181","","No",2013,1997,1997,1996,"","interior","Piscataquis","ME","E","","","",458303,5119490,-69.5407188323574,46.2277080379826
"181D","181","","No",2013,1998,2000,1998,"","interior","Piscataquis","ME","E","","","",458599,5120350,-69.5369560058644,46.2354657683595
"181E","181","","No",2013,2006,2008,2001,"","interior","Piscataquis","ME","E","","","",460024,5119750,-69.5184242056682,46.2301513097328
